EventName,Text,Label
Missed Shot by Blake GriffinRebound by Blake Griffin,I like to double team over the Hill.,0.0
2-pointer by Tim FrazierAssist by Andre Drummond,"Fraser had a screen from drama, gives it up to Drummond and back to Frazier Little floater off the window.",1.0
Missed Shot by Jarrett AllenRebound by Donovan Mitchell,Half court set here for Brooklyn Pick and Roll Action Allen over Go Berry doesn't get the role.,1.0
Turnover by Cody ZellerSteal by Dewayne Dedmon,Campus pick and roll with seller and that is slap back by Dedmon was very poor shot there by Zella.,1.0
Rebound by Marcus SmartMissed Shot by LeBron James,Games on the Drive shot Clock winding down bank shot Mrs Smart 3 pounds ahead to Tatum.,1.0
3-pts Made by James HardenAssist by Chris Paul,"If you leave truly on James Harden and Chris Paul out of the pick and roll, Harden catches fires.",0.0
Missed Shot by Alex AbrinesRebound by Jerami Grant,"Likes to post up, give it up against the double team.",1.0
Missed Shot by Alex AbrinesRebound by Jerami Grant,"Likes to post up, give it up against the double team.",1.0
2-pointer by RJ Barrett,"You can already see that that defensive priority is going to be Bradley Beal, so he's gonna have opportunities floater in the Lane for RJ Barrett.",1.0
Missed Shot by Austin RiversRebound by DeMar DeRozan,Little floater would not fall.,1.0
2-pointer by Ricky Rubio,Rubio off balance along the baseline still splashes it.,1.0
2-pointer by Seth Curry,Simmons drawing a double team.,1.0
Foul by Matisse Thybulle,"But because of his absence, you'll see Ben post up a little bit more and he's exceptional town there.",0.0
Missed Shot by Tobias HarrisRebound by Ben SimmonsMissed Shot by Ben SimmonsRebound by Joel Embiid,Simmons the floater doesn't go rebound embid scores and the foul.,1.0
Replay - Auto Detection,It stays with his shot tips in and it's starting to slow down that run by The Mavericks.,1.0
Missed Shot by Josh JacksonRebound by Josh Jackson,Look are trying to race past the double team needs.,1.0
Missed Shot by Nikola VucevicRebound by Bryn Forbes,And 48 pick and roll.,1.0
2-pointer by Dewayne DedmonAssist by Trae Young,"Here's Troy Young Works the pick and roll here with death, and as Tobias Harrison's switch it, it goes to Duane.",1.0
Missed Shot by John KoncharRebound by Dean Wade,Pick and roll up high.,1.0
Dunk by Ben SimmonsAssist by Markelle Fultz,And Ben Simmons has a little room service slam dunk Philadelphia on the board 1st.,1.0
Missed Shot by Paul GeorgeBlock by Alex LenRebound by Dragan Bender,"Rubbed out again by George, who will attack splits the double team Eurosteps and hasn't blocked by lead.",1.0
2-pointer by Tomas Satoransky,That are anti comes back with a teardrop and puts it in.,1.0
3-pointer by Wesley MatthewsAssist by Bojan Bogdanovic,You gonna double team.,0.0
2-pointer by Bruno CabocloAssist by Avery Bradley,Vallentuna's with the shot Clock ticking down gets a double team.,1.0
Missed Shot by Thomas BryantRebound by Cameron Oliver,Bryant has some skills he can handle it and shoot 3 between the legs.,1.0
Missed Shot by De'Aaron FoxBlock by Mike Conley,Stay on the pick and roll.,1.0
Dunk by Joel EmbiidAssist by JJ Redick,"One footers, leaners, floaters, stepbacks, threes, be powers it down at the other end.",0.0
Foul by Jimmy Butler,There's that good double teaming defense by the Rockets hard right at the back of Gibson and Butler fouled Tucker.,0.0
Missed Shot by Danilo GallinariRebound by Nikola Jokic,Gallon are gonna try to post Michael Porter Junior will pump fake Porter with the reach know off the mark.,1.0
3-pointer by Vince CarterAssist by Trae Young,"That'll be critical, and Vince Carter hits nothing but net.",1.0
Missed Shot by Collin Sexton,John Collins gets the steal and Dunk Sexton with a floater.,1.0
Missed Shot by Joel EmbiidRebound by Jaren Jackson Jr.,"Yeah, shake Milton's gonna real good job scoring the basketball in bead with a pump fake and a drive down the Lane.",1.0
Jump Ball by Ian Mahinmi,"Yep, so we gotta watch him getting posted up.",0.0
2-pointer by Jonathan IsaacAssist by Aaron Gordon,He gets a knock away Aaron Gordon with the Bounce Pass and Isaac with the finger roll Jonathan Isaac in his third season out of Florida State.,1.0
Dunk by Jeff GreenAssist by Jose Calderon,No slam dunk.,1.0
2-pointer by Kawhi Leonard,Nice post up.,1.0
Turnover by Spencer DinwiddieSteal by Cedi Osman,"They believe that he's a good piece and something to really play and look forward to this year, Osman breaks it up on the alley Oop attempt to Jarrett Allen.",1.0
Steal by Bradley BealTurnover by Bobby Portis,Double team in the corner and throws a terrible pass bill I had to Peyton.,1.0
2-pointer by E'Twaun Moore,"Some floater good, each one more.",1.0
Replay - Auto,No double team.,0.0
3-pointer by Otto Porter Jr.,"Middleton floater would not go at Williams who was defending Giannis again, that time with the rebound, got numbers White supporter for free.",1.0
2-pointer by Jakob PoeltlAssist by Bryn Forbes,Turtle Pass was deflected before he got it and Jodka little floater to get the Spurs on the board.,1.0
Missed Shot by Ben SimmonsRebound by James Johnson,"As you're watching Simmons, just take it to the rack himself.",1.0
2-pointer by Devin Booker,Tough to double team the way the mixer spacing the floor with their shooters.,0.0
Missed Shot by Mikal BridgesRebound by Josh Okogie,Of course they do it at the end of this week with the home and home against Utah Bridges Coast to coast up to turn over.,1.0
Foul by Hassan Whiteside,Nothing but net for Lillard.,1.0
Dunk by Kristaps PorzingisAssist by Tim Hardaway Jr.,Poor Zynga's driving on Bonga takes it to the rack.,1.0
Missed Shot by Andre DrummondBlock by Justin HolidayRebound by Justin Holiday,Attack him at every opportunity Jackson pick and roll with Drummond.,1.0
2-pointer by Hassan WhitesideAssist by CJ McCollum,You've got to get to more like size matches inside Whiteside on the nice pick and roll Mccollam found him.,1.0
Missed Shot by Goran DragicRebound by Joel Embiid,It's with a floater little bit strong and rebounded by indeed.,1.0
Foul by Joe Ingles,The breakdown the floater.,1.0
3-pointer by Jayson Tatum,"See right off the bat involving joellen, a little pick and roll able.",0.0
Missed Shot by Tim Hardaway Jr.,Look at the pump fakes there by.,1.0
2-pointer by George Hill,He has that ability to block the South Hill off the bounce Dixit looking move off the pick and roll for George Hill.,1.0
2-pointer by Kevin DurantAssist by DeMarcus Cousins,He just wants him to take that with confidence in the rhythm off the pick and roll there's Durant.,1.0
Turnover by Luka DoncicSteal by Klay Thompson,If you guys with that trick this year stepping around DeAndre Jordan is Klay Thompson as good anticipation by Thompson and its Grand Slam dunk?,1.0
Missed Shot by Harrison BarnesRebound by Julius Randle,"Barnes nice jab step frees himself, but can't put it in.",1.0
Missed Shot by Bojan BogdanovicRebound by Rudy Gobert,"Bogdanovich puts it down on the floor with his left hand, goes to his right and can't finish with the finger roll.",1.0
Dunk by Hassan WhitesideAssist by Damian Lillard,That's Lillard's pick and roll.,1.0
2-pointer by Kevin DurantAssist by Draymond Green,So philosophy of Steve Kerr is that Davis is not basically a post up player.,0.0
Turnover by Stephen Curry,Courier comes to double team.,1.0
Missed Shot by Kevin HuerterRebound by Myles Turner,"Well, that's 'cause they double team.",1.0
Missed Shot by DeMarre CarrollRebound by Jarrett Allen,Bank shot doesn't go out on the offensive board.,1.0
3-pointer by Ricky RubioAssist by Derrick Favors,Ricky posted up for free.,0.0
Missed Shot by Kyle O'Quinn,They did a nice job of double teaming and recovering out of that.,0.0
Rebound by Aaron Gordon,Burke plays a pick and roll game with Kyle Oquinn.,1.0
Turnover by Isaiah ThomasSteal by Patrick Beverley,"IT as opposed to wait here comes Paul George, Troy Brown, Junior getting back and Paul George with the finger roll.",1.0
Missed Shot by Allen CrabbeRebound by JJ Redick,Playing with the post up in the baby Hook.,0.0
Missed Shot by Aaron GordonRebound by Thomas Bryant,"Fournier, again looking for Gordon posting up against Oxymora.",1.0
Assist by Tim Hardaway Jr.,Look at splash.,1.0
Missed Shot by Paul MillsapRebound by Jared Dudley,Stressed Millsap post up Dudley.,1.0
Missed Shot by Davis Bertans,"Nice pump, fake resets for three, it's long.",1.0
Missed Shot by Russell WestbrookRebound by Trevor Ariza,By Trevor Ariza Westbrook on the drive gets to the rim bank shot misses in a reason to rebound.,1.0
2-pointer by James Harden,Aren't the floater gets his own miss and scores on the second chance himself?,1.0
3-pointer by Brook LopezAssist by Giannis Antetokounmpo,So talk about tremendous skill Splash Mountain for you.,1.0
2-pointer by Mike ConleyAssist by Marc Gasol,Family little floater in the paint.,1.0
2-pointer by Paul MillsapAssist by Nikola Jokic,Baseball pass from Jokic.,1.0
Missed Shot by Bryn Forbes,You don't have to send the double team to Lamarcus Aldridge.,0.0
Missed Shot by Brook LopezRebound by Justise Winslow,Brook Lopez Splash Mountain missing from downtown LA 7 footer.,1.0
Turnover by Andrew WigginsSteal by Shai Gilgeous-Alexander,Wiggins trying to split that double team lost the handle.,1.0
Turnover by Mitchell CreekSteal by Duncan Robinson,Try to split the double team.,1.0
Assist by Nick YoungDunk by JaVale McGee,Zachry non javel in want that return post up match up will take the dunk instead.,1.0
Jump Ball by Jusuf Nurkic,"Throwing down 27 points a game, Anna double tip in his one and picked up by Portland.",0.0
2-pointer by Simisola Shittu,Send me right to left and put up a floater for two so.,1.0
3-pointer by Julius RandleAssist by Elfrid Payton,Bites through a double team into the corner.,1.0
8 - End,With the Splash brothers erupting.,0.0
Assist by Josh Hart2-pointer by Brandon Ingram,Hit the fadeaway.,1.0
Missed Shot by Joel EmbiidRebound by Derrick Favors,"Here's that match up if we need to Bury beat spends works through the double team, can hit close range favors for the rebound.",1.0
Missed Shot by Bruce BrownRebound by Aaron Gordon,"gets a screen, misses badly on the floater board with the rebound.",1.0
Missed Shot by Draymond Green2-pts Made by Draymond GreenRebound by Draymond Green,"Met his wife and clays mom Julie, right here in Portland, Draymond Green cleans it up inside with the tip in going to rebound out their Blazers.",1.0
Missed Shot by Darren CollisonBlock by Al HorfordRebound by Al Horford,Move to force a double team and that's great.,0.0
Dunk by DeMarcus CousinsAssist by Kevin Durant,Pick and roll with Katie.,1.0
Missed Shot by Troy Brown Jr.Rebound by Devonte' Graham,baseball pass from Isaiah Thomas Detroit Brown.,1.0
Turnover by Al HorfordSteal by Clint Capela,They tried to give and go but the pass batted away.,1.0
Assist by Bradley Beal3-pointer by Trevor Ariza,Splash is up 3.,1.0
Missed Shot by Mike MuscalaRebound by Willie Cauley-Stein,Pick and roll with Dedmon.,1.0
Missed Shot by Derrick Favors,"Joe turns the corner pick and roll favors in the paint booth, shot up for two.",1.0
2-pointer by Mike Conley,There's that floater.,1.0
3-pointer by Evan Fournier,Double team him 48 for three.,1.0
Missed Shot by Ricky RubioRebound by Willie Cauley-Stein,Little high pick and roll.,1.0
2-pointer by Donovan Mitchell,Donovan nothing but net all net shot.,1.0
2-pointer by Chris Paul,Chris Paul steps back short.,1.0
Rebound by De'Aaron Fox,Fox steps back.,1.0
Rebound by Christian Wood,Would with the ball fake on homes change their shots.,1.0
Missed Shot by Christian Wood,Would with the ball fake on homes change their shots.,1.0
2-pointer by Khris Middleton,good ball fake by Middleton.,1.0
Dunk by Jake Layman,There's a backdoor lob layman using that athleticism to spring and jam with two hands.,1.0
Dunk by Jake Layman,There's a backdoor lob layman using that athleticism to spring and jam with two hands.,1.0
Dunk by Jake Layman,There's a backdoor lob layman using that athleticism to spring and jam with two hands.,1.0
Missed Shot by Zach LaVine,"Zach, the step back short skips off the rim of the rebound Schreuder",1.0
Turnover by Jeff Green,Backdoor cut by Villin Bruce Brown steps in front and steals.,1.0
2-pointer by CJ McCollum,Palomar step back J2.,1.0
Foul by Hassan Whiteside,"Lillard, the lob to Whiteside, gets bumps and now that's where the offensive fellas.",0.0
Replay - Auto Detection,Nice little step back.,1.0
Damian Lillard nails a step-back triple,Lillard steps back.,1.0
Missed Shot by Rui Hachimura,Thomas goes baseline kickback hot Samora the pump shake step back jumper.,1.0
Rebound by George Hill,James steps back.,1.0
Dunk by Thomas Bryant,"Agreed lob down low in a jam, just that quickly.",1.0
Dunk by Thomas Bryant,"Agreed lob down low in a jam, just that quickly.",1.0
Missed Shot by Kent Bazemore,"Trey takes the middle Lane, moves in, find space, steps back for three of them, would shorten over the rim.",1.0
Dunk by Jusuf Nurkic,"That died five man this year when he steps back, they do, but he's not playing long tip backed out to NERC.",0.0
Missed Shot by Dennis Schroder,"Schroder, who averaged a career high 19 last season for Atlanta, goes behind the back to set it up.",1.0
Dunk by Julius Randle,"Lakers want to push Randall on the run, two hand Jam and the Lakers needed for nothing.",1.0
2-pointer by Kevin Durant,KD cutting backdoor you saw Dudley rotate.,1.0
2-pts Made by Bojan Bogdanovic,Step back jumper by Poyan is perfect.,1.0
Assist by Torrey Craig,Now take a look and gather it in not get sick 1 three in a row from the Raptors two last season one this season Jokic step back and he's got it.,1.0
Replay 0.067-0.032,"And a step back bank, formerly Heil American, buried at.",1.0
2-pointer by Kelly Olynyk,Olynyk with a pretty ball fake an easy layup for him.,1.0
Dunk by Anthony Davis,The jam didn't take him long.,1.0
3-pointer by Blake Griffin,"Step back three by Blake Griffin is good, and it's 7 nothing Pistons.",1.0
Replay 0.067-0.066,"His eyes, his vision could pass fake could find Sefolosha.",1.0
Foul by Nikola Vucevic,Vucevic buys the head fake it.,1.0
Quarter End by Knicks ,Paint gets in the paint steps back won't go.,1.0
Missed Shot by Aaron Gordon,Paint gets in the paint steps back won't go.,1.0
Missed Shot by Elfrid Payton,Paint gets in the paint steps back won't go.,1.0
Replay - Auto,Fake you could see it there and then.,1.0
Replay - Auto,And in Ellington with a ball fake one big escape dribble.,1.0
3-pointer by Kyle Lowry,Lowry ball fake.,1.0
Missed Shot by Enes Kanter,I had tried to jam it backhand and it's out of bounds.,0.0
Assist by Kentavious Caldwell-Pope,Step back three for James.,1.0
Foul by Marc Gasol,"I let it seven assists, dropping Dimes.",1.0
Assist by Khris Middleton,Nice lob up to Brook Lopez.,1.0
Missed Shot by Shavon Shields,"Alexander, with the fake on the handoff back out to Shavon Shields for three, he misses rebound Ellenson.",1.0
Missed Shot by Emmanuel Mudiay,Big Black Booty 8 ball fake driver shot over the rim.,1.0
Dunk by Josh Jackson,Culture Shock lock already down to four Jackson behind the back into the freight elevator and dumps.,1.0
2-pointer by Kyle Lowry,Kyle making a move cut off by Satiran Ski and the jumper is good as he steps back in Drillsite.,1.0
Missed Shot by Julius Randle,Randall little step back.,1.0
Turnover by Kendrick Nunn,"You see the quickness of quick step back there by Anthony did own underpants for Bam, was intercepted by Davis 2 early turnovers for the Heat is Bradley fires A3.",0.0
Missed Shot by Yanyuhang Ding,Great length 7 one step back step back jumper.,1.0
Turnover by Chris Silva,Euro lobbying for Chris Silva.,1.0
Assist by Jusuf Nurkic,Liller to two steps back.,1.0
Missed Shot by Lou Williams,Seductive Paul fake pulls the trigger after Mitchell does a brief flyby.,1.0
2-pointer by Jrue Holiday,Step back.,1.0
Assist by Kent Bazemore,Here comes the tribe in the Jam by pool.,1.0
Missed Shot by Jabari Parker,I don't think he's expecting that lob.,0.0
Dunk by Rudy Gobert,Here's the lobby.,1.0
Missed Shot by Jrue Holiday,Drew holiday backdoor.,0.0
2-pointer by Serge Ibaka,Former Oklahoma City Thunder got jammed up in the air and finish it.,1.0
Missed Shot by Tyson Chandler,Lob it up to Chandler.,1.0
2-pointer by Tomas Satoransky,"Bill makes his move Satiran ski nice, little fake gets to the elbow.",1.0
Dunk by Bam Adebayo,"Great look for dirt to start this contest for Dallas, taking their first shot, another lob rockets to autobio.",1.0
Missed Shot by Harrison Barnes,"Been awhile, will step back.",1.0
Missed Shot by Kevin LoveBlock by Khris Middleton,Backdoor Kevin Love as that one rejected Middleton got a hand on it.,1.0
Replay - Auto,Hesitation head fake and he is at the Cup.,1.0
2-pointer by James Johnson,First puppy shot fake.,1.0
Assist by Chris Paul,He is not used to banging with Zion and guys of that size is going to be a little step back for Crowder.,1.0
Foul by Tyler Dorsey,"Aminu, with the ball fake Anna Drive on holiday.",1.0
Missed Shot by Julius Randle,step back.,1.0
Quarter End by Cavaliers ,step back.,1.0
Missed Shot by Jayson Tatum,A step back 3.,1.0
3-pointer by Vince Carter,There's Vince Carter once again this improved his shot by step into his right off the fake.,1.0
Missed Shot by Terry Rozier,Does he realize that the step back three is off?,1.0
Missed Shot by Jimmy Butler,Nothing Butler with a step back midrange jumper off the mark.,1.0
Missed Shot by Meyers Leonard,Run ice jam and start the game.,0.0
Replay - Auto Detection,"Wendell Carter junior tried to make it tough on him at the basket, but a little side step.",1.0
2-pointer by Marcus Morris,"Long Bar is a little shake and bake, and it writes it on 100 draws the foul.",1.0
Assist by Jayson Tatum,Is it to the big man who delivers to Jayson Tatum behind the back to smart for the long run it goes.,1.0
2-pointer by Shai Gilgeous-Alexander,Everyone contribute as well as J step back.,1.0
2-pointer by Ivica Zubac,The little subtle head fake.,1.0
3-pointer by Michael Porter Jr.,"Now, Porter's owned by San Antonio Porter, guarded by Derrick White, is a good defender now Porter steps back three ball all the way.",1.0
Missed Shot by Gabe Vincent,"You know he's a guy who really is crafty with fakes, getting you up in the air and forcing precious into files.",0.0
Rebound by Joel Embiid,"You know he's a guy who really is crafty with fakes, getting you up in the air and forcing precious into files.",0.0
3-pointer by Jarrett Culver,"Regardless of who was on the floor, James Ball faked nearly lost it.",1.0
Dunk by Jaren Jackson Jr.,So nice backdoor cut by Conley in a pitchout,1.0
2-pointer by LaMarcus Aldridge,Step back for Lamarcus Aldridge.,1.0
2-pointer by Joe Harris,"Get started, Paris tried the fake gun, he likes.",1.0
Missed Shot by Lonzo Ball,steps back with that.,1.0
Rebound by JaVale McGee,Moody against ball nice fake Moody inside Black by Lonzo Ball.,1.0
3-pointer by Wesley Matthews,And then there's a great job with those head and shoulder fakes inside.,0.0
Missed Shot by Nemanja Bjelica,Deleter steps back his three pointer is short long rebound out to Randall.,1.0
2-pointer by Al Horford,The veteran Al Horford with a step back.,1.0
Assist by Nikola Jokic,Here's Harris little step back over Buddy Hield.,1.0
2-pointer by Zach LaVine,Zach Lavine Bulls lobbying along the baseline.,1.0
2-pointer by Robert Covington,You gotta look at use all averaging just under 18 again 18 and eight and a half rebounds a game at a lob.,1.0
3-pointer by CJ McCollum,Damn nice move behind the back.,1.0
2-pointer by Dean Wade,Easy way down a step back.,1.0
Missed Shot by Khris Middleton,Middleton step back triple try the job.,1.0
2-pts Made by Daniel Theis,I've ever seen that for Pie showing little ball fake and then to touch on the floating shot.,1.0
2-pointer by Danilo Gallinari,Shot Clock dwindling is kalo that tough step back shot.,1.0
2-pointer by Enes Kanter,Little fake goes up and under and scores.,1.0
Missed Shot by Joe Ingles,No look pass favors.,1.0
2-pointer by LeBron James,James steps back.,1.0
Missed Shot by Nick King,Art behind the back to King.,1.0
3-pointer by Marcus Morris,Barry Euro steps in couldn't finish get tonight at the rim still alive for the next year.,1.0
Dunk by Dillon Brooks,Here's Brooks Ball gets detached as they come to trap the ball and Brooks racers away to jam it down 6 nothing.,1.0
Turnover by Gordon Hayward,Data science Hayward will step back and back again.,1.0
Missed Shot by Klay Thompson,Here's Klay Thompson with step back three at rims off but it would dolla.,1.0
2-pointer by Zach LaVine,Very high score drains that step back deep.,1.0
Missed Shot by Jamal Murray,"And that's Westbrooks now went to Murray, who picked up by Jeremy Grant steps back for three that's on the way, and it's off the heel.",1.0
Missed Shot by Coby White,"Nurkic sagging off Carter, as many teams have done White Hill step back that's off target.",1.0
Rebound by Robert Covington,"Nurkic sagging off Carter, as many teams have done White Hill step back that's off target.",1.0
Missed Shot by Mike Conley,Kindly step back.,1.0
3-pointer by Luka Doncic,It thinks about this step back three.,1.0
Turnover by Blake Griffin,"To go behind the back, but through it beyond the reach of Qatar.",0.0
3-pointer by Kelly Oubre Jr.,Andrew Wiggins with the step back Wiseman already with a couple of rebound to the game who pray.,1.0
Missed Shot by Julius Randle,Dreidel stepping back.,1.0
Missed Shot by Donovan Mitchell,Step back 3.,1.0
Rebound by Darius Bazley,Step back 3.,1.0
2-pointer by Evan Fournier,Fournier step back to was good.,1.0
Dunk by Clint Capela,"The rebound Capella kicks it back out, Tucker fakes the three, gets it inside the Capello throws it down.",1.0
2-pointer by Jae Crowder,He is not used to banging with Zion and guys of that size is going to be a little step back for Crowder.,1.0
Missed Shot by Dennis Smith Jr.,"However, when he's healthy, pretty solid, average open up, trying to lob it to Dennis Smith, Junior couldn't control the fast.",1.0
Missed Shot by LaMarcus Aldridge,The step back?,1.0
2-pointer by Derrick Favors,Like the step back 3 point shot.,0.0
Missed Shot by Giannis Antetokounmpo,Darren Fox missing a triple Giannis stepping back out of the paint.,1.0
Assist by Jamal Murray,But good to see Joe knock down one Jokic so good with a step back.,1.0
Missed Shot by Joe Ingles,There's Joanna step back 15 footer outcomes and Moody a right place.,1.0
Steal by Trey Burke,"Now he's under baseline they missed him, ain't trying to jam the pass in there.",0.0
2-pointer by PJ Tucker,Soccer fakes it.,1.0
Missed Shot by Talen Horton-Tucker,Gordon Tucker for the step back triple.,1.0
Rebound by Chris Paul,Gordon Tucker for the step back triple.,1.0
2-pointer by Zaza Pachulia,Backdoor cut by Villin Bruce Brown steps in front and steals.,0.0
3-pts Made by James Harden,Pardon steps back controls another.,1.0
Missed Shot by Terry Rozier,Gonna step back at three.,1.0
Replay 0.069-0.038,Clear great hands by Davis and then the behind the back.,1.0
Rebound by Devonte' Graham,Rozier on the wing step back.,1.0
Missed Shot by Terry Rozier,Rozier on the wing step back.,1.0
Missed Shot by Devonte' Graham,Rozier on the wing step back.,1.0
2-pointer by Kyle Anderson,Kyle Anderson with a nice fake and a finish.,1.0
2-pointer by Trey Lyles,"Now Nikolai Yokich don't work on Dedmon and a power it up behind the back, Lyles off the glass.",1.0
Missed Shot by Richaun Holmes,Little euro step to hang the basket.,1.0
Missed Shot by Gary Harris,Paris lobbing it up.,1.0
Missed Shot by Wilson Chandler,Chandler's kind of tough step back.,1.0
Assist by Pascal Siakam,Lowry ball fake.,1.0
Dunk by Jerami Grant,"Grant closure of the baseline Russell, founded for the dime.",1.0
Foul by Buddy Hield,"Let teams play against your set half court defense, lob download.",1.0
3-pointer by Klay Thompson,Hopsital step back threes and now is a great sign.,1.0
3-pointer by James Harden,Rockets 6th and drawn charges per game years of step Back Re buy hardwoods in.,1.0
Turnover by Landry Shamet,Jam it off the Terrell screen lost the handle out of bounds.,0.0
Missed Shot by Cody Zeller,"Rebound comes all the way back out to Rozier, Rozier steps back.",1.0
Replay - Auto,Step back.,1.0
Foul by Kevon Looney,Davis behind the back drives and draws the foul.,1.0
Foul by Julius Randle,Fake fires that I've got fouled and will have free throws.,1.0
Missed Shot by Nicolas Batum,We're doing the step back.,1.0
2-pointer by Bradley Beal,"I've watched team spaces the floor better than Milwaukee feel step back, jumper drops.",1.0
Rebound by DeAndre Jordan,Step back baseline off the rim.,1.0
Missed Shot by Kevin Durant,Step back baseline off the rim.,1.0
Rebound by Mitchell Robinson,Step back baseline off the rim.,1.0
2-pointer by Damian Jones,"Damian Jones setting up late, didn't settle for the three the lob thrown and beautifully done.",1.0
Missed Shot by Paul George,"George stops on a dime, puts up a 20 footer.",1.0
Missed Shot by Andrew Wiggins,The step back for the long 2.,1.0
Missed Shot by Luka Doncic,Take the past the dirt and here's a step back from the corner.,1.0
Rebound by Justin Jackson,Beautiful backdoor cut that wasn't paid off.,1.0
Quarter End by Stephen Curry,Scurry out of step back for five.,1.0
2-pointer by Bogdan Bogdanovic,Locked out of each step back.,1.0
Assist by Nikola Jokic,"Now, Porter's owned by San Antonio Porter, guarded by Derrick White, is a good defender now Porter steps back three ball all the way.",1.0
Replay - Auto,How about the drop off behind the back pass?,1.0
Assist by Eric Gordon,Eric Gordon fakes the three.,1.0
2-pointer by Ben Simmons,"Folks thinking about the three Simmons the fake in the score, he used charts really there as bait and got too.",1.0
Missed Shot by Buddy Hield,Peel steps back and that's way off.,1.0
2-pointer by Thaddeus Young,"now done circles into the Lane, lobs it for Thaddeus up and good.",1.0
2-pointer by Damian Lillard,JJ Redick with the extra pass Damian Lillard off the high screen on the step back and the first four points belong to the Blazers.,1.0
Missed Shot by James Harden,Step back 3 blocked by Ben Simmons.,1.0
2-pointer by Shaquille Harrison,Euro steps in and dropped it off.,1.0
Missed Shot by Avery Bradley,He's one of the players just went from a two way contract to a standard contract backdoor.,1.0
2-pointer by Carmelo Anthony,"Carmelo goes behind the back, but it hit him in the back.",1.0
2-pointer by Jaylen Brown,Brown put up fake.,1.0
Foul by Bojan Bogdanovic,You want to make sure you don't go for any of the unusual fakes?,0.0
Missed Shot by Josh Jackson,Jackson works steps back.,1.0
2-pointer by Klay Thompson,Thompson beautiful backdoor play and the foul on a gorgeous bounce fast from Draymond Green.,1.0
Missed Shot by Ja Morant,Hayward guards Merante John step back three spoons out rebound.,1.0
Missed Shot by Paul George,The fastest moving teams in the NBA in a lot of different ways is George steps back for that.,1.0
Dunk by Wendell Carter Jr.,Fake that driving Mr Duncan a good challenge.,1.0
Missed Shot by DeMar DeRozan,"Bill got called for the offensive foul step back, jumpers off the mark in the rebound.",1.0
Rebound by Steven Adams,"Gilgeous Alexander shot Clock down to five little step back, three on the way.",1.0
2-pointer by Cedi Osman,It's just a great backdoor cut.,1.0
3-pointer by Corey Brewer,"His ability to stretch the floor because of his shooting, but a couple dribbles he can step back as well.",0.0
Missed Shot by Jrue Holiday,Drew on a step back.,1.0
Missed Shot by Justise Winslow,"Not to get the step back, but Ray was right there.",0.0
2-pointer by Avery Bradley,Avery Bradley steps back.,1.0
Missed Shot by Jaylen Brown,"Another key move there early in this game side Step 3 by Jaylen Brown, rebounded by Tobias Harris.",1.0
Missed Shot by Giannis Antetokounmpo,"First note on Dillon Brooks, no backdoors.",0.0
Dunk by Kevin Durant,Down the bottom part of the League and defending grants cutting backdoor Draymond found him nicely.,1.0
Foul by Zach LaVine,Dangles steps back and bounced it to favors picked up.,1.0
Foul by Mitchell Robinson,That time went for the fake.,1.0
2-pointer by Jaylen Brown,I had to Walker Walker's on the run behind the back pass.,1.0
Missed Shot by Avery Bradley,Fake on a fade away.,1.0
3-pointer by Jeremy Lamb,I am working on Fultz step back triple.,1.0
2-pointer by Stephen Curry,Steph Curry fakes drives goes inside high off the glass is good.,1.0
Dunk by Al Horford,It all poker jam holding a green garden.,1.0
2-pointer by D'Angelo Russell,DeAngelo Russell uses the shot fake to get the shot off ties the game.,1.0
Missed Shot by Paul Zipser,"Zipsor a fake and the drive high off the window no, and the rebound to Evan Turner.",1.0
Foul by Nikola Jokic,"Tobias Harris size mismatch it shows and indeed shot fake draws, the contact and.",1.0
Steph Curry goes up and under for 2,Free backdoor to Curry and Curry banks at home.,1.0
Rebound by Kevin Knox,"He got the rebound in the steel played point forward, dropped the dime off to Barrett for the for the for the dunk.",0.0
Missed Shot by James Harden,Step back Reaper.,1.0
2-pointer by Marc Gasol,Single coverage for Kiss all the step back and he is so good with that particular shot.,1.0
Steal by Nemanja Bjelica,"Picks up his first foul Serge Ibaka up, fake man, then looking for OG.",1.0
2-pointer by Andrew Wiggins,Will be a step back for Wiggins and along two at that forward.,1.0
2-pointer by Derrick Favors,"Seven assist greatly if Lonzo first bucket of the game, the dime and a good drive right?",1.0
Replay 0.001-0.065,See here 20 steps back.,1.0
Replay 0.062-0.024,Olinick wanna nice fake little step back and knocks it down.,1.0
Replay 0.062-0.024,Olinick wanna nice fake little step back and knocks it down.,1.0
3-pointer by Blake Griffin,Step back three is through for Blake.,1.0
2-pointer by Marc Gasol,The soul step back jumper.,1.0
Missed Shot by Joe Harris,Little fake drive shot won't go.,1.0
2-pointer by Anthony Davis,Steps back.,1.0
Missed Shot by Jeff Teague,Jeff Teague steps back.,1.0
Missed Shot by Devin Booker,Yeah step back not there.,1.0
Rebound by Talen Horton-Tucker,Yeah step back not there.,1.0
2-pointer by Terry Rozier,Step back J over diamond.,1.0
Missed Shot by Garrett Temple,This all steps out fakes on a 3 temple will take but not making the rebound kupas.,1.0
2-pointer by Al-Farouq Aminu,"A little turn, couple of fakes, and he will get the bank off the window.",1.0
Missed Shot by Blake Griffin,Blake Griffin step back long gun short.,1.0
Dunk by Al-Farouq Aminu,For the two hand Jam Blazers up for nothing.,1.0
Missed Shot by Josh Huestis,George George on the Dr Little fake Westbrook throws it up.,1.0
